Dst_Port,Protocol,Timestamp,Flow_Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow,Subflow_Bwd_Byts,Flow_Pkts,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Flow_Byts,Bwd Header Len,Fwd_Pkts,Bwd_Pkts,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow_Fwd_Pkts,Subflow Fwd Byts1,Subflow Bwd Pkts,Subflow_Bwd_Pkts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
443,6,02-03-2018 09:32,90226558,11,18,944,2974,269,0,85.81818182,119.1140782,841,0,165.2222222,256.4959707,43.42402156,0.321413125,3222377.071,1.18E+07,4.50E+07,0,9.02E+07,9016847,1.90E+07,4.50E+07,105,9.02E+07,5306371.118,1.49E+07,4.50E+07,0,1,0,0,0,220,360,0.121915323,0.199497802,0,841,139.5666667,213.4037267,45541.15057,0,1,0,0,1,0,0,0,1,144.3793103,85.81818182,165.2222222,0,0,0,0,0,0,11,944,18,2974,254,421,5,20,104553.5,464.5691552,104882,104225,4.50E+07,2942.271317,4.50E+07,4.50E+07,Benign
0,0,02-03-2018 09:32,117649400,63,0,0,0,0,0,0,0,0,0,0,0,0,0.535489344,1897570.968,3250864.847,2.07E+07,176852,1.18E+08,1897570.968,3250864.847,2.07E+07,176852,0,0,0,0,0,0,0,0,0,0,0,0.535489344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,-1,-1,0,0,4.03E+07,5.03E+07,7.58E+07,4765117,1.85E+07,3125172.264,2.07E+07,1.63E+07,Benign
443,6,02-03-2018 09:32,115157361,20,18,749,4567,389,0,37.45,96.51368869,1460,0,253.7222222,516.5058858,46.16291962,0.329983248,3112361.108,4613178.709,1.00E+07,1,1.15E+08,6060913.737,4893132.902,1.00E+07,21,1.10E+08,6493620.529,4935792.279,1.00E+07,1,0,0,0,0,412,504,0.173675394,0.156307854,0,1460,136.3076923,369.0101378,136168.4818,0,0,1,1,0,0,0,1,0,139.8947368,37.45,253.7222222,0,0,0,0,0,0,20,749,18,4567,8192,980,15,20,26417.45455,18234.53458,81396,20843,1.00E+07,2820.203587,1.00E+07,1.00E+07,Benign
50319,6,02-03-2018 09:34,54,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,574074.0741,55555.55556,27,38.18376618,54,0,54,27,38.18376618,54,0,0,0,0,0,0,0,0,0,0,60,0,55555.55556,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,0,0,0,0,0,0,3,31,0,0,980,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02-03-2018 09:24,58078599,11,15,970,11532,386,0,88.18181818,123.7067647,1460,0,768.8,702.4706603,215.2600134,0.447669201,2323143.96,1.16E+07,5.80E+07,0,5.81E+07,5806730.1,1.83E+07,5.80E+07,28,5.81E+07,4147671,1.55E+07,5.80E+07,0,0,0,0,0,232,312,0.189398508,0.258270693,0,1460,463.037037,627.0809346,393230.4986,0,0,1,1,0,0,0,1,1,480.8461538,88.18181818,768.8,0,0,0,0,0,0,11,970,15,11532,8192,0,6,20,99544,0,99544,99544,5.80E+07,0,5.80E+07,5.80E+07,Benign
443,6,02-03-2018 09:34,49,1,2,58,31,58,58,58,0,31,0,15.5,21.92031022,1816326.531,61224.4898,24.5,33.23401872,48,1,0,0,0,0,0,48,48,0,48,48,1,0,0,0,20,40,20408.16327,40816.32653,0,58,36.75,27.60887538,762.25,0,1,0,0,1,0,0,0,2,49,58,15.5,0,0,0,0,0,0,1,58,2,31,64,64,0,20,0,0,0,0,0,0,0,0,Benign
445,6,02-03-2018 09:34,115583,3,1,0,0,0,0,0,0,0,0,0,0,0,34.60716541,38527.66667,64930.18294,113494,62,115583,57791.5,78862.9122,113556,2027,0,0,0,0,0,0,0,0,0,72,32,25.95537406,8.651791353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02-03-2018 09:35,71856,9,8,541,5353,194,0,60.11111111,85.18574476,1460,0,669.125,686.7745393,82025.16143,236.5842797,4491,7682.821313,27835,0,71856,8982,9288.071474,27835,17,32148,4592.571429,7292.529988,15964,0,0,0,0,0,192,172,125.250501,111.3337787,0,1460,327.4444444,544.7102006,296709.2026,0,0,1,1,0,0,0,1,0,346.7058824,60.11111111,669.125,0,0,0,0,0,0,9,541,8,5353,8192,110,4,20,0,0,0,0,0,0,0,0,Benign
50340,6,02-03-2018 09:35,166,2,1,38,0,38,0,19,26.87005769,0,0,0,0,228915.6627,18072.28916,83,93.33809512,149,17,166,166,0,166,166,0,0,0,0,0,1,0,0,0,40,20,12048.19277,6024.096386,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,114,0,0,20,0,0,0,0,0,0,0,0,Benign
53,17,02-03-2018 09:05,450,1,1,51,67,51,51,51,0,67,67,67,0,262222.2222,4444.444444,450,0,450,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2222.222222,2222.222222,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51,67,0,0,0,0,0,0,1,51,1,67,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,02-03-2018 08:48,63337,1,1,40,167,40,40,40,0,167,167,167,0,3268.231839,31.57711922,63337,0,63337,63337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15.78855961,15.78855961,40,167,82.33333333,73.32348419,5376.333333,0,0,0,0,0,0,0,0,1,123.5,40,167,0,0,0,0,0,0,1,40,1,167,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,02-03-2018 09:06,154526,2,2,80,278,40,40,40,0,139,139,139,0,2316.762228,25.88561148,51508.66667,67702.99568,128193,1,26332,26332,0,26332,26332,1,1,0,1,1,0,0,0,0,16,16,12.94280574,12.94280574,40,139,79.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,99.5,40,139,0,0,0,0,0,0,2,80,2,278,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
443,6,02-03-2018 09:35,77160,9,7,549,3521,198,0,61,86.73811158,1410,0,503,633.6805189,52747.53758,207.3613271,5144,9175.218814,23109,0,77160,9645,11261.4966,24123,20,53863,8977.166667,13594.64314,29436,0,0,0,0,0,192,152,116.6407465,90.72058061,0,1410,239.4117647,454.1227889,206227.5074,0,0,1,1,0,0,0,1,0,254.375,61,503,0,0,0,0,0,0,9,549,7,3521,8192,115,4,20,0,0,0,0,0,0,0,0,Benign
50352,6,02-03-2018 09:35,51,3,1,86,0,55,0,28.66666667,27.57414248,0,0,0,0,1686274.51,78431.37255,17,17,34,0,51,25.5,36.06244584,51,0,0,0,0,0,0,1,0,0,0,60,20,58823.52941,19607.84314,0,55,28.2,27.54450943,758.7,0,1,0,0,1,0,0,0,0,35.25,28.66666667,0,0,0,0,0,0,0,3,86,1,0,119,0,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02-03-2018 09:35,5681853,8,7,363,5201,206,0,45.375,78.19561095,1460,0,743,696.8966925,979.2579991,2.639983822,405846.6429,1470872.246,5515842,0,5681853,811693.2857,2074568.325,5515842,36,78602,13100.33333,19239.75122,40175,0,0,0,0,0,172,152,1.407991372,1.23199245,0,1460,347.75,571.7065098,326848.3333,0,0,1,1,0,0,0,1,0,370.9333333,45.375,743,0,0,0,0,0,0,8,363,7,5201,8192,119,3,20,165975,0,165975,165975,5515842,0,5515842,5515842,Benign
3389,6,02-03-2018 09:27,4080620,11,8,1148,2754,677,0,104.3636364,202.2944748,1173,0,344.25,520.2819977,956.22724,4.656155192,226701.1111,537967.9601,2180056,52,4080620,408062,693455.9996,2180056,537,4062211,580315.8571,782429.0931,2198984,21166,0,0,0,0,244,172,2.695668795,1.960486397,0,1173,195.1,370.6805832,137404.0947,0,0,0,1,0,0,0,0,0,205.3684211,104.3636364,344.25,0,0,0,0,0,0,11,1148,8,2754,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
445,6,02-03-2018 09:36,294098,3,1,0,0,0,0,0,0,0,0,0,0,0,13.60090854,98032.66667,169741.2707,294033,1,294098,147049,207957.2759,294097,1,0,0,0,0,0,0,0,0,0,72,32,10.20068141,3.400227135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
445,6,02-03-2018 09:36,285822,3,1,0,0,0,0,0,0,0,0,0,0,0,13.99472399,95274,162792.2891,283245,61,285822,142911,198548.5131,283306,2516,0,0,0,0,0,0,0,0,0,72,32,10.49604299,3.498680997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02-03-2018 09:35,61678199,17,23,1205,17948,879,0,70.88235294,215.1664711,1460,0,780.3478261,703.967239,310.5311165,0.648527367,1581492.282,3642163.106,1.00E+07,0,6.17E+07,3854887.438,4933125.739,1.00E+07,111,6.17E+07,2803025.545,4526435.6,1.00E+07,0,0,0,0,0,352,544,0.275624131,0.372903236,0,1460,467.1463415,647.8256926,419678.128,0,0,1,1,0,0,0,1,1,478.825,70.88235294,780.3478261,0,0,0,0,0,0,17,1205,23,17948,8192,117,9,20,151768.1667,343516.3612,852968,11483,1.00E+07,1637.581876,1.00E+07,1.00E+07,Benign
443,6,02-03-2018 09:35,61688248,16,18,1206,10559,880,0,75.375,221.6627694,1460,0,586.6111111,679.9477609,190.717039,0.551158464,1869340.848,3898597.729,1.00E+07,1,6.17E+07,4112549.867,4994028.232,1.00E+07,449,6.17E+07,3628014.294,4869711.755,1.00E+07,1,0,0,0,0,332,444,0.259368689,0.291789775,0,1460,336.1428571,566.9011815,321376.9496,0,0,1,1,0,0,0,1,1,346.0294118,75.375,586.6111111,0,0,0,0,0,0,16,1206,18,10559,8192,117,9,20,152850.3333,346123.5164,859372,11508,1.00E+07,2972.212891,1.00E+07,1.00E+07,Benign
443,6,02-03-2018 09:34,90229321,10,16,943,2904,269,0,94.3,121.7611962,868,0,181.5,294.9250752,42.63580793,0.288154668,3609172.84,1.24E+07,4.50E+07,1,9.02E+07,1.00E+07,1.98E+07,4.50E+07,100,9.02E+07,6014073.8,1.58E+07,4.50E+07,1,1,0,0,0,200,320,0.110828718,0.177325949,0,868,152.4074074,240.0971373,57646.63533,0,1,0,0,1,0,0,0,1,158.2692308,94.3,181.5,0,0,0,0,0,0,10,943,16,2904,258,442,5,20,103354.5,453.2554467,103675,103034,4.50E+07,1941.008114,4.50E+07,4.50E+07,Benign
0,0,02-03-2018 09:34,104115590,62,0,0,0,0,0,0,0,0,0,0,0,0,0.595491991,1706812.951,2465438.571,1.80E+07,303761,1.04E+08,1706812.951,2465438.571,1.80E+07,303761,0,0,0,0,0,0,0,0,0,0,0,0.595491991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,-1,-1,0,0,3.56E+07,3.47E+07,6.01E+07,1.10E+07,1.27E+07,7390958.677,1.80E+07,7500222,Benign
443,6,02-03-2018 09:35,85675670,12,15,587,5242,200,0,48.91666667,75.10654049,1460,0,349.4666667,584.1681346,68.03565119,0.315141977,3295218.077,1.25E+07,5.88E+07,1,8.57E+07,7788695.545,1.87E+07,5.88E+07,164,8.57E+07,6118865.214,1.68E+07,5.88E+07,1,0,0,0,0,252,312,0.140063101,0.175078876,0,1460,208.1785714,450.7906678,203212.2262,0,0,1,1,0,0,0,1,1,215.8888889,48.91666667,349.4666667,0,0,0,0,0,0,12,587,15,5242,8192,31,5,20,80192,25334.22176,98106,62278,4.28E+07,2.27E+07,5.88E+07,2.67E+07,Benign
443,6,02-03-2018 09:36,372,3,0,46,0,46,0,15.33333333,26.55811238,0,0,0,0,123655.914,8064.516129,186,56.56854249,226,146,372,186,56.56854249,226,146,0,0,0,0,0,0,0,0,0,60,0,8064.516129,0,0,46,11.5,23,529,0,0,0,0,1,0,0,0,0,15.33333333,15.33333333,0,0,0,0,0,0,0,3,46,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:35,115512698,16,14,447,788,436,0,27.9375,108.8175652,788,0,56.28571429,210.6018586,10.69146528,0.259711707,3983196.483,4884318.371,1.00E+07,18,1.16E+08,7700846.533,4148515.669,1.00E+07,148,1.10E+08,8475972.615,3759067.381,1.00E+07,582,0,0,0,0,332,424,0.138512911,0.121198797,0,788,39.83870968,159.3581076,25395.00645,0,0,1,1,0,0,0,1,0,41.16666667,27.9375,56.28571429,0,0,0,0,0,0,16,447,14,788,8192,288,12,20,17751.09091,21179.48877,81609,11275,9999323,15411.00274,1.00E+07,9952858,Benign
80,6,02-03-2018 09:35,116447941,18,15,901,1942,445,0,50.05555556,143.6828502,971,0,129.4666667,341.6616678,24.41434323,0.283388437,3638998.156,4771252.626,1.00E+07,17,1.16E+08,6849878.882,4577752.899,1.00E+07,140,1.11E+08,7944050.786,4149313.609,1.00E+07,3187,0,0,0,0,372,444,0.154575511,0.128812926,0,971,83.61764706,248.8773599,61939.94029,0,0,1,1,0,0,0,1,0,86.15151515,50.05555556,129.4666667,0,0,0,0,0,0,18,901,15,1942,8192,123,13,20,103185.6364,287478.5361,969966,16447,1.00E+07,23288.88265,1.00E+07,9937210,Benign
80,6,02-03-2018 09:35,116432963,18,15,901,1942,445,0,50.05555556,143.6828502,971,0,129.4666667,341.6616678,24.4174839,0.283424892,3638530.094,4772085.733,1.00E+07,15,1.16E+08,6848997.824,4580071.102,1.00E+07,147,1.11E+08,7944099.929,4151271.942,1.00E+07,3487,0,0,0,0,372,444,0.154595396,0.128829497,0,971,83.61764706,248.8773599,61939.94029,0,0,1,1,0,0,0,1,0,86.15151515,50.05555556,129.4666667,0,0,0,0,0,0,18,901,15,1942,8192,123,13,20,101812.0909,282961.4786,954973,16432,1.00E+07,18588.14523,1.00E+07,9952815,Benign
53,17,02-03-2018 09:16,587,1,1,36,52,36,36,36,0,52,52,52,0,149914.8211,3407.155026,587,0,587,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1703.577513,1703.577513,36,52,41.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,62,36,52,0,0,0,0,0,0,1,36,1,52,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,02-03-2018 08:51,224,1,1,43,59,43,43,43,0,59,59,59,0,455357.1429,8928.571429,224,0,224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4464.285714,4464.285714,43,59,48.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,72.5,43,59,0,0,0,0,0,0,1,43,1,59,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:35,117516802,18,16,875,1412,432,0,48.61111111,139.4789206,706,0,88.25,241.144908,19.46104694,0.289320331,3561115.212,4684959.996,1.00E+07,16,1.18E+08,6912753.059,4529828.532,1.01E+07,150,1.14E+08,7567784.667,4383105.955,1.01E+07,94889,0,0,0,0,372,464,0.153169587,0.136150744,0,706,65.34285714,189.4800848,35902.70252,0,0,1,1,0,0,0,1,0,67.26470588,48.61111111,88.25,0,0,0,0,0,0,18,875,16,1412,8192,176,13,20,311068.6364,717051.4313,2473060,94752,1.00E+07,18499.20567,1.00E+07,9952856,Benign
443,6,02-03-2018 09:35,115642341,20,19,1208,6315,839,0,60.4,190.3192332,1460,0,332.3684211,575.1909065,65.05402723,0.337246718,3043219.5,4578821.897,1.00E+07,0,1.16E+08,6086439,4894635.342,1.00E+07,13,1.11E+08,6144181.611,5034008.682,1.00E+07,0,0,0,0,0,412,524,0.172947035,0.164299683,0,1460,188.075,435.6071735,189753.6096,0,0,1,1,0,0,0,1,0,192.8974359,60.4,332.3684211,0,0,0,0,0,0,20,1208,19,6315,8192,125,15,20,42064.58333,23289.74971,116018,35260,9594796.083,1443286.623,1.00E+07,5011746,Benign
50357,6,02-03-2018 09:37,38,2,0,0,0,0,0,0,0,0,0,0,0,0,52631.57895,38,0,38,38,38,38,0,38,38,0,0,0,0,0,0,0,0,0,40,0,52631.57895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,125,-1,0,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:37,46215,4,5,1588,196,1242,0,397,586.4708006,196,0,39.2,87.65386472,38602.18544,194.7419669,5776.875,9415.24192,20891,19,21021,7007,12040.40651,20910,19,25324,6331,9935.877247,20944,45,0,0,0,0,92,112,86.55198529,108.1899816,0,1242,178.4,391.9226681,153603.3778,0,0,1,1,0,0,0,1,1,198.2222222,397,39.2,0,0,0,0,0,0,4,1588,5,196,8192,1024,2,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:37,2408,2,0,0,0,0,0,0,0,0,0,0,0,0,830.5647841,2408,0,2408,2408,2408,2408,0,2408,2408,0,0,0,0,0,0,0,0,0,40,0,830.5647841,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:37,42631,5,6,346,196,346,0,69.2,154.735904,196,0,32.66666667,80.01666493,12713.7529,258.0281954,4263.1,8620.464971,20942,0,42631,10657.75,11522.69564,20956,62,21659,4331.8,8961.855093,20356,0,0,0,0,0,124,144,117.2855434,140.7426521,0,346,45.16666667,110.2277257,12150.15152,0,0,1,1,0,0,0,1,1,49.27272727,69.2,32.66666667,0,0,0,0,0,0,5,346,6,196,8192,1038,1,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:37,46549,5,6,1588,196,1242,0,317.6,538.0360583,196,0,32.66666667,80.01666493,38325.2057,236.3101248,4654.9,7642.296636,20942,1,41113,10278.25,9949.674513,20962,22,25607,5121.4,8650.933291,20158,1,0,0,0,0,124,144,107.4136931,128.8964317,0,1242,148.6666667,361.2446497,130497.697,0,0,1,1,0,0,0,1,1,162.1818182,317.6,32.66666667,0,0,0,0,0,0,5,1588,6,196,8192,1024,2,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:37,1673,2,0,0,0,0,0,0,0,0,0,0,0,0,1195.457262,1673,0,1673,1673,1673,1673,0,1673,1673,0,0,0,0,0,0,0,0,0,40,0,1195.457262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:37,49797,6,5,1802,196,1456,0,300.3333333,582.8295348,196,0,39.2,87.65386472,40122.89897,220.8968412,4979.7,7287.977132,21003,12,49797,9959.4,7727.047192,21017,25,28738,7184.5,9536.184614,20423,73,0,0,0,0,144,124,120.4891861,100.4076551,0,1456,166.5,420.5408855,176854.6364,0,0,1,1,0,0,0,1,0,181.6363636,300.3333333,39.2,0,0,0,0,0,0,6,1802,5,196,8192,1037,2,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:37,42855,6,5,1590,196,1244,0,265,499.1797272,196,0,39.2,87.65386472,41675.4171,256.6795006,4285.5,8581.707137,20878,14,42855,8571,10978.58281,20900,19,21935,5483.75,9918.519862,20354,81,0,0,0,0,144,124,140.0070004,116.6725003,0,1244,148.8333333,361.7949779,130895.6061,0,0,1,1,0,0,0,1,0,162.3636364,265,39.2,0,0,0,0,0,0,6,1590,5,196,8192,1024,2,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:37,42842,3,6,346,196,346,0,115.3333333,199.7631931,196,0,32.66666667,80.01666493,12651.13673,210.0742262,5355.25,9707.959588,21094,0,21174,10587,14880.3551,21109,65,21748,4349.6,9393.637597,21147,0,0,0,0,0,72,132,70.02474208,140.0494842,0,346,54.2,119.6084352,14306.17778,0,0,1,1,0,0,0,1,2,60.22222222,115.3333333,32.66666667,0,0,0,0,0,0,3,346,6,196,8192,1038,1,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:37,42,2,0,0,0,0,0,0,0,0,0,0,0,0,47619.04762,42,0,42,42,42,42,0,42,42,0,0,0,0,0,0,0,0,0,40,0,47619.04762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,Benign
445,6,02-03-2018 09:37,305757,3,1,0,0,0,0,0,0,0,0,0,0,0,13.0822843,101919,175897.8385,305028,48,305757,152878.5,215239.7687,305076,681,0,0,0,0,0,0,0,0,0,72,32,9.811713223,3.270571074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
445,6,02-03-2018 09:37,315633,3,1,0,0,0,0,0,0,0,0,0,0,0,12.67294611,105211,182202.2193,315600,1,315633,157816.5,223184.8205,315632,1,0,0,0,0,0,0,0,0,0,72,32,9.504709584,3.168236528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:38,47980,3,4,437,859,437,0,145.6666667,252.3020676,859,0,214.75,429.5,27011.25469,145.8941226,7996.666667,12108.79622,23631,0,23812,11906,16604.28144,23647,165,24349,8116.333333,13588.65042,23804,0,0,0,0,0,72,92,62.52605252,83.36807003,0,859,162,320.4679614,102699.7143,0,0,1,1,0,0,0,1,1,185.1428571,145.6666667,214.75,0,0,0,0,0,0,3,437,4,859,8192,31,1,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:38,178,2,0,0,0,0,0,0,0,0,0,0,0,0,11235.95506,178,0,178,178,178,178,0,178,178,0,0,0,0,0,0,0,0,0,40,0,11235.95506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,02-03-2018 09:05,452,1,1,52,68,52,52,52,0,68,68,68,0,265486.7257,4424.778761,452,0,452,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2212.389381,2212.389381,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86,52,68,0,0,0,0,0,0,1,52,1,68,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,02-03-2018 09:35,116886444,18,35,853,30787,206,0,47.38888889,72.8351393,1430,0,879.6285714,664.7686057,270.6900725,0.453431537,2247816.231,1.13E+07,5.85E+07,0,1.17E+08,6875673.176,1.93E+07,5.85E+07,85,1.17E+08,3436016.412,1.39E+07,5.85E+07,0,0,0,0,0,372,712,0.153995616,0.299435921,0,1430,585.9259259,668.6825078,447136.2963,0,0,1,1,0,0,0,1,1,596.9811321,47.38888889,879.6285714,0,0,0,0,0,0,18,853,35,30787,8192,180,8,20,177387.5,162800.7298,292505,62270,5.82E+07,356010.5867,5.85E+07,5.80E+07,Benign
53,17,02-03-2018 08:55,1699,1,1,42,182,42,42,42,0,182,182,182,0,131842.2602,1177.163037,1699,0,1699,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,588.5815185,588.5815185,42,182,88.66666667,80.82903769,6533.333333,0,0,0,0,0,0,0,0,1,133,42,182,0,0,0,0,0,0,1,42,1,182,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,02-03-2018 09:35,116432740,24,39,2121,20441,536,0,88.375,133.8405321,1430,0,524.1282051,654.372145,193.7771111,0.541084922,1877947.419,1.02E+07,5.80E+07,0,1.16E+08,5056390.522,1.65E+07,5.82E+07,48,1.16E+08,3061497.421,1.30E+07,5.81E+07,0,0,0,0,0,492,792,0.206127589,0.334957332,0,1430,352.53125,558.2150399,311604.0308,0,0,1,1,0,0,0,1,1,358.1269841,88.375,524.1282051,0,0,0,0,0,0,24,2121,39,20441,8192,193,14,20,444917,408498.4159,733769,156065,5.73E+07,1066021.455,5.80E+07,5.65E+07,Benign
443,6,02-03-2018 09:35,118494190,16,17,1013,3520,367,0,63.3125,102.7370227,1430,0,207.0588235,413.7939509,38.25504018,0.278494667,3702943.437,1.45E+07,5.89E+07,1,1.18E+08,7899612.667,2.07E+07,5.89E+07,21,1.18E+08,7396253.563,2.01E+07,5.90E+07,1,0,0,0,0,332,352,0.135027717,0.14346695,0,1430,133.3235294,305.8300895,93532.04367,0,0,1,1,0,0,0,1,1,137.3636364,63.3125,207.0588235,0,0,0,0,0,0,16,1013,17,3520,8192,180,8,20,376617,311879.3453,597149,156085,5.88E+07,138010.2731,5.89E+07,5.87E+07,Benign
443,6,02-03-2018 09:38,5328843,8,16,877,10763,564,0,109.625,197.4117796,1330,0,672.6875,621.2725348,2184.339077,4.503791911,231688.8261,1040799.59,5004847,0,323996,46285.14286,28532.26451,76429,1435,5258168,350544.5333,1287888.757,5004869,0,0,0,0,0,172,324,1.50126397,3.002527941,0,1330,465.6,576.5987195,332466.0833,0,0,1,1,0,0,0,1,2,485,109.625,672.6875,0,0,0,0,0,0,8,877,16,10763,8192,40958,3,20,0,0,0,0,0,0,0,0,Benign
443,6,02-03-2018 09:38,152,2,0,0,0,0,0,0,0,0,0,0,0,0,13157.89474,152,0,152,152,152,152,0,152,152,0,0,0,0,0,0,0,0,0,40,0,13157.89474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,65139,-1,0,20,0,0,0,0,0,0,0,0,Benign
80,6,02-03-2018 09:38,5287174,3,1,0,0,0,0,0,0,0,0,0,0,0,0.756547827,1762391.333,3025947.952,5256410,14,5287174,2643587,3695089.723,5256410,30764,0,0,0,0,0,0,0,0,0,72,32,0.56741087,0.189136957,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0,0,0,0,0,0,0,0,Benign
